Discounted_price_in_Flipkart,Product_name_in_Flipkart,Retail_price_in_Flipkart,uniq_id,Discounted_price_in_Amazon,Product_name_in_Amazon,Retail_price_in_Amazon,Retail_price_diff,discounted_price_diff
289.0,Unique Designes Flip Cover for asus memo pad 7 me572c (7inch),699.0,6e42a5c7ffa6c4a8455e956f4dab8622,340,Unique Designes Flip Cover for asus memo pad 7 me572c (7inch),681,-18.0,51.0
19392.0,Radiant Bay Floral Enticement White Gold Diamond 14 K Ring,24240.0,c6246d94c2412b23b51e97652b13ab29,23825,Radiant Bay Floral Enticement White Gold Diamond 14 K Ring,24224,-16.0,4433.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,d72cda4964b8b42e82da92d6a916d572,772,Fuson Back Cover for Samsung Galaxy J7,1287,-12.0,173.0
23487.0,Karatcraft Symphony Gold Diamond 18 K Ring,32893.0,26d62cd33babbdcd6c132bb4957598ae,28488,Karatcraft Symphony Gold Diamond 18 K Ring,32876,-17.0,5001.0
899.0,iAccy Book Cover for iPad Air 2,1999.0,0f85044695d6776fb253ce7dc3780d6c,1054,iAccy Book Cover for iPad Air 2,1979,-20.0,155.0
24023.0,Jewels5 Alena Yellow Gold Diamond 18 K Ring,33706.0,a62445404ccaea18581e7415295573de,26876,Jewels5 Alena Yellow Gold Diamond 18 K Ring,33687,-19.0,2853.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,9379defb515cd94456df3afbe5aa4a3f,724,Fuson Back Cover for Samsung Galaxy J7,1282,-17.0,125.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,34e4fd8b202f278949c3bc56d22c6839,676,Fuson Back Cover for Samsung Galaxy J7,1289,-10.0,77.0
23931.0,Karatcraft Sweet Flower Yellow Gold Diamond 18 K Ring,32990.0,7094a6eb1f44b273f281dd6a7f213687,27856,Karatcraft Sweet Flower Yellow Gold Diamond 18 K Ring,32979,-11.0,3925.0
195.0,Digimac 1 Compartments Plastic Pen Stand,326.0,f895445ea0b107bd73868ba735a3a3e6,221,Digimac 1 Compartments Plastic Pen Stand,313,-13.0,26.0
21919.0,Radiant Bay Wish Trio White Gold Diamond 14 K Ring,27399.0,643b8345e0b78cc7ba7205b3d83d5c4d,24317,Radiant Bay Wish Trio White Gold Diamond 14 K Ring,27379,-20.0,2398.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,60ddf5b2a74eb2e258ae4f8a7f3f66dd,705,Fuson Back Cover for Samsung Galaxy J7,1282,-17.0,106.0
23503.0,Karatcraft Marigold Yellow Gold Diamond 18 K Ring,32964.0,6f1677c1d5ba850ca1cb269d005009e2,29013,Karatcraft Marigold Yellow Gold Diamond 18 K Ring,32961,-3.0,5510.0
948.0,"Goyal India 31 cm Iron, Glass Garden Stake",1495.0,40ca03642ca17088621f7de40829df38,1070,"Goyal India 31 cm Iron, Glass Garden Stake",1477,-18.0,122.0
16993.0,Kamakhya Jewels Gold Diamond Yellow Gold 18 K Ring,24277.0,ee4428065ed6d803001887dc0af1c3c8,20245,Kamakhya Jewels Gold Diamond Yellow Gold 18 K Ring,24259,-18.0,3252.0
19158.0,Radiant Bay Three Knot Yellow Gold Diamond 14 K Ring,23948.0,cef0471e0a9f41627bcd2f7cc7d557c2,22687,Radiant Bay Three Knot Yellow Gold Diamond 14 K Ring,23945,-3.0,3529.0
499.0,Fashion Bizz Shoulder Bag,1499.0,bd9961598ad1c1b9c62785f9f14466dd,602,Fashion Bizz Shoulder Bag,1497,-2.0,103.0
2490.0,Liza Women Flats,2490.0,ddad22e527a4d1839530e424a9b440c2,3139,Liza Women Flats,2485,-5.0,649.0
21410.0,Karatcraft Spiral Elegance Yellow Gold Diamond 18 K Ring,30445.0,2e5d2cb7e0a5e504749b3edb3de3e6da,26893,Karatcraft Spiral Elegance Yellow Gold Diamond 18 K Ring,30425,-20.0,5483.0
499.0,Dinero Hand-held Bag,1299.0,84ae97250691bd4af7733068fb8881a5,550,Dinero Hand-held Bag,1289,-10.0,51.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,54e61116498ee42d5c4fa30d78f9b1f9,668,Fuson Back Cover for Samsung Galaxy J7,1286,-13.0,69.0
23194.0,Jewels5 Myrte Gold Diamond 18 K Ring,32492.0,1d9720011cb79ea9b78f0d3d96d01b15,29148,Jewels5 Myrte Gold Diamond 18 K Ring,32475,-17.0,5954.0
649.0,kasemantra Back Cover for Apple iPad Mini,1499.0,0120ffee52291383b387f5de99299273,743,kasemantra Back Cover for Apple iPad Mini,1498,-1.0,94.0
15328.0,P.N.Gadgil Jewellers Gold Diamond 18K Yellow Gold 18 K Ring,22214.0,97e8cf76484d8471fe5bb7827378bc23,16892,P.N.Gadgil Jewellers Gold Diamond 18K Yellow Gold 18 K Ring,22202,-12.0,1564.0
18364.0,P.N.Gadgil Jewellers Gold Diamond 18K Yellow Gold 18 K Ring,26614.0,9a38a272ae71926bae533f1087ee8927,20994,P.N.Gadgil Jewellers Gold Diamond 18K Yellow Gold 18 K Ring,26603,-11.0,2630.0
649.0,kasemantra Back Cover for Apple iPad Mini,1499.0,635df3139a893577a21554cd4ace1f35,796,kasemantra Back Cover for Apple iPad Mini,1493,-6.0,147.0
18194.0,Karatcraft Simplicity Yellow Gold Diamond 18 K Ring,25917.0,8dde238e7b431f12ea2f00d1cb48b5d9,23433,Karatcraft Simplicity Yellow Gold Diamond 18 K Ring,25913,-4.0,5239.0
298.0,TUP Flip Cover for Stand Milagrow 7.16/7.16 pro 7 Inch,799.0,bd4326e92c97348a436014ef93415e82,328,TUP Flip Cover for Stand Milagrow 7.16/7.16 pro 7 Inch,786,-13.0,30.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,67bb5122ce8bd800e5baad71698cc82e,757,Fuson Back Cover for Samsung Galaxy J7,1288,-11.0,158.0
16922.0,Radiant Bay Flower Focused White Gold Diamond 18 K Ring,21153.0,4b16b5e5600bf2b7d0e41f9981386b47,21247,Radiant Bay Flower Focused White Gold Diamond 18 K Ring,21144,-9.0,4325.0
649.0,kasemantra Back Cover for Apple iPad Mini,1499.0,db0d2c48e9a7ea60cde4c0d21f10beeb,718,kasemantra Back Cover for Apple iPad Mini,1487,-12.0,69.0
249.0,IDBC GLOBAL Shoulder Bag,799.0,ad1bb2618a4353778f29ce8beef9c491,279,IDBC GLOBAL Shoulder Bag,794,-5.0,30.0
22845.0,Jewels of Jaipur Gold Diamond 14 K Ring,30460.0,bdd6736da0b80695ca22b0f4f835760c,25154,Jewels of Jaipur Gold Diamond 14 K Ring,30456,-4.0,2309.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,a409ca21a1d80cbdd7e96d39925387a7,716,Fuson Back Cover for Samsung Galaxy J7,1295,-4.0,117.0
15018.0,Radiant Bay Pristine Promise White Gold Diamond 18 K Ring,18773.0,b88e78cc6f1660e6c9aa43ce5715716e,17718,Radiant Bay Pristine Promise White Gold Diamond 18 K Ring,18760,-13.0,2700.0
550.0,"Gizmoz Customs Back Cover for Apple iPad 2, 3, 4",2500.0,e4135e84a2f679b380e87a58c852a854,699,"Gizmoz Customs Back Cover for Apple iPad 2, 3, 4",2492,-8.0,149.0
17201.0,Karatcraft Mirus Yellow Gold Diamond 18 K Ring,24060.0,e9a9948750eb6e78e74ab313f195858a,21499,Karatcraft Mirus Yellow Gold Diamond 18 K Ring,24048,-12.0,4298.0
599.0,Icon Book Cover for iPad Mini,1999.0,fa9a515a6651b0c0d3afa0da88da3b5d,765,Icon Book Cover for iPad Mini,1993,-6.0,166.0
16781.0,Jewelhub 18k Hallmark & VS-G Diamond Gold 18 K Ring,22374.0,1fae05824a002e47772e0af17230b6da,19401,Jewelhub 18k Hallmark & VS-G Diamond Gold 18 K Ring,22354,-20.0,2620.0
649.0,Kasemantra Back Cover for Apple iPad Mini,1499.0,c8d691172458ebb5b4e1345aef6ecc72,747,Kasemantra Back Cover for Apple iPad Mini,1493,-6.0,98.0
425.0,Amber Animal Print Women's Wrap Around Skirt,1100.0,d882da1c4534b3cebfe8eb5821a68cd2,549,Amber Animal Print Women's Wrap Around Skirt,1082,-18.0,124.0
649.0,kasemantra Back Cover for Apple iPad Mini,1499.0,66e731666bd1ba670920403617888199,828,kasemantra Back Cover for Apple iPad Mini,1495,-4.0,179.0
18220.0,Radiant Bay Priceless Bond Yellow Gold Diamond 18 K Ring,22775.0,8ffebb98cec9828f2ade46f1429a7995,22010,Radiant Bay Priceless Bond Yellow Gold Diamond 18 K Ring,22757,-18.0,3790.0
1599.0,Stop by Shoppers Stop Women Flats,1599.0,5b38bf069bd6a3294ce880c00c4c8c4c,1982,Stop by Shoppers Stop Women Flats,1579,-20.0,383.0
599.0,Icon Book Cover for iPad 2,1999.0,97bae946209341db690629d1c53b5238,663,Icon Book Cover for iPad 2,1979,-20.0,64.0
15302.0,Karatcraft Artifex Yellow Gold Diamond 18 K Ring,21056.0,278e6f8a88f3e765ae1f3af6c6bf0cc3,19174,Karatcraft Artifex Yellow Gold Diamond 18 K Ring,21040,-16.0,3872.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,c06d151cef13ad77f0becfe1933b1e40,719,Fuson Back Cover for Samsung Galaxy J7,1291,-8.0,120.0
24566.0,Karatcraft Intima Yellow Gold Diamond 18 K Ring,35044.0,f6620f9cede104aa00df5337ebcd7d49,29448,Karatcraft Intima Yellow Gold Diamond 18 K Ring,35034,-10.0,4882.0
649.0,kasemantra Back Cover for Apple iPad Mini,1499.0,8fa887244dba32b08775d18aa7a60941,784,kasemantra Back Cover for Apple iPad Mini,1495,-4.0,135.0
22181.0,Karatcraft Pinta Yellow Gold Diamond 18 K Ring,31981.0,06cb03dcfff03a812f31a9226b32ddb7,26190,Karatcraft Pinta Yellow Gold Diamond 18 K Ring,31977,-4.0,4009.0
20867.0,Radiant Bay Sumptous Sparkle White Gold Diamond 14 K Ring,26084.0,3d3281d7c19389253b924ccfb5ea2ef5,26230,Radiant Bay Sumptous Sparkle White Gold Diamond 14 K Ring,26082,-2.0,5363.0
20966.0,Radiant Bay For Forever Yellow Gold Diamond 18 K Ring,26208.0,fbfa7a231ed3ac394c5cda6b8202e06d,25427,Radiant Bay For Forever Yellow Gold Diamond 18 K Ring,26201,-7.0,4461.0
599.0,"Icon Book Cover for iPad 2, iPad 3, iPad 4",1999.0,33c5e870eba294f4b92a34aaf78e2b7e,691,"Icon Book Cover for iPad 2, iPad 3, iPad 4",1988,-11.0,92.0
16564.0,Karatcraft Trenza Yellow Gold Diamond 18 K Ring,23615.0,71f82363f7aa9e271460209ba9c02c4d,19650,Karatcraft Trenza Yellow Gold Diamond 18 K Ring,23601,-14.0,3086.0
249.0,IDBC GLOBAL Shoulder Bag,799.0,dc5eee5973713c0add00b30b2b58f5f8,322,IDBC GLOBAL Shoulder Bag,794,-5.0,73.0
649.0,kasemantra Back Cover for Apple iPad Mini,1499.0,061cc795b0627aa8c5b9b161d17915ed,720,kasemantra Back Cover for Apple iPad Mini,1488,-11.0,71.0
21475.0,Jewels5 Adan Yellow Gold Diamond 18 K Ring,29976.0,fe48ab3a114a9106635554b8ffe7f33c,27736,Jewels5 Adan Yellow Gold Diamond 18 K Ring,29963,-13.0,6261.0
21955.0,Jewels5 Hartlyn Yellow Gold Diamond 18 K Ring,30679.0,94e946d8d9636e4e71c2cc736f22402b,24443,Jewels5 Hartlyn Yellow Gold Diamond 18 K Ring,30660,-19.0,2488.0
2999.0,UAG Book Cover for APPLE IPAD MINI 4,3499.0,c7aac186bad847652cf0b5d49cc5a9d0,3766,UAG Book Cover for APPLE IPAD MINI 4,3491,-8.0,767.0
16130.0,Radiant Bay Gold Goddess Sterling Silver Diamond Ring,23043.0,b3c792b575283e05263e7a95d548407f,18592,Radiant Bay Gold Goddess Sterling Silver Diamond Ring,23031,-12.0,2462.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,566262666d318f135e76117334de2cfc,750,Fuson Back Cover for Samsung Galaxy J7,1279,-20.0,151.0
19588.0,Radiant Bay Distinguishing Yellow Gold Diamond 14 K Ring,24485.0,76789449f6f3d864b2a841fadf6c3624,22074,Radiant Bay Distinguishing Yellow Gold Diamond 14 K Ring,24480,-5.0,2486.0
699.0,"Port Monk Volleyball -   Size: 5,  Diameter: 22 cm",1299.0,ce6b8c4ca33e03c1bfd840880ac9868d,801,"Port Monk Volleyball -   Size: 5,  Diameter: 22 cm",1287,-12.0,102.0
599.0,Icon Book Cover for iPad Mini,1999.0,7abeae9914fe662038dc7c4d7f97122f,756,Icon Book Cover for iPad Mini,1994,-5.0,157.0
19055.0,Radiant Bay Striking Three Stone Yellow Gold Diamond 14 K Ring,23819.0,aefee82556f9fcb23bc540daa7dc2591,22741,Radiant Bay Striking Three Stone Yellow Gold Diamond 14 K Ring,23801,-18.0,3686.0
747.0,Artisan Creation Floral Single Quilts & Comforters White,1999.0,80e4657ffed0ac5cff5cf0a0d149bf5b,901,Artisan Creation Floral Single Quilts & Comforters White,1998,-1.0,154.0
190.0,Brite Body Groomer BHT-530/00 Trimmer For Men,999.0,139f27c6eabff6c7fbac02bfff25480b,209,Brite Body Groomer BHT-530/00 Trimmer For Men,990,-9.0,19.0
15364.0,Radiant Bay Elementary Yellow Gold Diamond 14 K Ring,19205.0,3256ed9eecb08c1d13ea71910c083cc4,18175,Radiant Bay Elementary Yellow Gold Diamond 14 K Ring,19191,-14.0,2811.0
649.0,Kasemantra Back Cover for Apple iPad Mini,1499.0,6867b1d1cb1faa5f3c24f3f8e6cab022,741,Kasemantra Back Cover for Apple iPad Mini,1485,-14.0,92.0
18160.0,Karatcraft Lynne Yellow Gold Diamond 18 K Ring,26203.0,593988de9cdf678353593255d8525c71,22586,Karatcraft Lynne Yellow Gold Diamond 18 K Ring,26198,-5.0,4426.0
249.0,IDBC GLOBAL Shoulder Bag,799.0,a2d7123643f0735c42eec7053ee70f79,304,IDBC GLOBAL Shoulder Bag,791,-8.0,55.0
194.0,Digimac 3 Compartments Plastic Pen Stand,330.0,9ca60d965a25afd0135528eb3f3a5e84,239,Digimac 3 Compartments Plastic Pen Stand,325,-5.0,45.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,d4644cab52cf5bc4cba486943e369969,748,Fuson Back Cover for Samsung Galaxy J7,1281,-18.0,149.0
23868.0,Karatcraft Dyumna Yellow Gold Diamond 18 K Ring,34536.0,170fb8309a509ff7e786350b0e0daf68,28571,Karatcraft Dyumna Yellow Gold Diamond 18 K Ring,34521,-15.0,4703.0
899.0,Blanket Zone Printed Single Quilts & Comforters Multicolor,2049.0,a37fed1e97b9c260c7fde5b14478477b,1015,Blanket Zone Printed Single Quilts & Comforters Multicolor,2035,-14.0,116.0
19638.0,Radiant Bay Striking Three Stone Yellow Gold Diamond 18 K Ring,24548.0,c3d71fe183b71e476383bacddfeb3170,25528,Radiant Bay Striking Three Stone Yellow Gold Diamond 18 K Ring,24540,-8.0,5890.0
17862.0,Karatcraft Stellina Yellow Gold Diamond 18 K Ring,24552.0,187e37a2a3d6951f58033ed021b8c2e2,21485,Karatcraft Stellina Yellow Gold Diamond 18 K Ring,24549,-3.0,3623.0
246.0,Digimac 1 Compartments Plastic Pen Stand,400.0,bfa6484d50ff8c3ac96f6ea83539648a,274,Digimac 1 Compartments Plastic Pen Stand,387,-13.0,28.0
18727.0,Radiant Bay A Class Higher White Gold Diamond 18 K Ring,23409.0,474b521ff5f36356be4631d121ef0f8c,22237,Radiant Bay A Class Higher White Gold Diamond 18 K Ring,23391,-18.0,3510.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,c38f4cad05e1b66803999b3e090595fa,715,Fuson Back Cover for Samsung Galaxy J7,1288,-11.0,116.0
799.0,Silkworm Printed Single Dohar Multicolor,1500.0,1d59d9028dc989d2dad4696fcadd80d4,1030,Silkworm Printed Single Dohar Multicolor,1486,-14.0,231.0
16922.0,Radiant Bay Flower Focused Yellow Gold Diamond 18 K Ring,21153.0,302e4b8bfba1113f40e069e09a9c3511,21034,Radiant Bay Flower Focused Yellow Gold Diamond 18 K Ring,21146,-7.0,4112.0
189.0,O Teddy Toys 1 Compartments Imported Soft Valvet Pen Stand,289.0,d14916c072b9df4c5cc0af09d33d05e3,241,O Teddy Toys 1 Compartments Imported Soft Valvet Pen Stand,271,-18.0,52.0
599.0,"Gioiabazar Book Cover for Samsung Galaxy Tab3 8.0"" SM-T311 SM-T310",1399.0,d79ec79a9bd22c9082d4c5440843494b,769,"Gioiabazar Book Cover for Samsung Galaxy Tab3 8.0"" SM-T311 SM-T310",1398,-1.0,170.0
19528.0,Karatcraft Linius Yellow Gold Diamond 18 K Ring,27045.0,75d9e34e866a0c66382024a29e5b47dd,24251,Karatcraft Linius Yellow Gold Diamond 18 K Ring,27034,-11.0,4723.0
599.0,Kanu Book Cover for Champion Wtab 705 7 inch,1299.0,834fbf10ef777c6e9aa7c7668a42a5ce,687,Kanu Book Cover for Champion Wtab 705 7 inch,1297,-2.0,88.0
20743.0,Radiant Bay Square Slade White Gold Diamond 18 K Ring,25929.0,a52eb1c37a65ff18c8aec1248dbae7bb,26643,Radiant Bay Square Slade White Gold Diamond 18 K Ring,25914,-15.0,5900.0
599.0,Kanu Book Cover for Lava E-Tab Connect,1299.0,22412ef0d2c354ae975dd1be35ddae25,770,Kanu Book Cover for Lava E-Tab Connect,1288,-11.0,171.0
23286.0,Karatcraft Lynne Yellow Gold Diamond 18 K Ring,33357.0,82b3fc7349b94481cdf9b6a17123e105,25773,Karatcraft Lynne Yellow Gold Diamond 18 K Ring,33342,-15.0,2487.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,a4d68593cd488dd20a06239897eced6f,679,Fuson Back Cover for Samsung Galaxy J7,1281,-18.0,80.0
899.0,Bagru Crafts Floral Single Quilts & Comforters Multicolor,1999.0,793b6a825041426c1496be211828db41,1020,Bagru Crafts Floral Single Quilts & Comforters Multicolor,1982,-17.0,121.0
1499.0,AMZER Back Cover for Samsung GALAXY Tab S2 9.7 SM-T810,1499.0,6558a144f2f91d1b5530891d7a58ca1f,1730,AMZER Back Cover for Samsung GALAXY Tab S2 9.7 SM-T810,1495,-4.0,231.0
22795.0,Radiant Bay Striking Three Stone Yellow Gold Diamond 18 K Ring,28494.0,9aba5e038e4d09a58c7f82de6d2804e7,28747,Radiant Bay Striking Three Stone Yellow Gold Diamond 18 K Ring,28489,-5.0,5952.0
699.0,Mobilecops Flip Cover for Samsung Galaxy Tab 3.7 inch,1499.0,716fa6f873e69852a488883381bfcdf8,873,Mobilecops Flip Cover for Samsung Galaxy Tab 3.7 inch,1482,-17.0,174.0
649.0,kasemantra Back Cover for Apple iPad Mini,1499.0,de11eacdf6d9321072baeb5c310f4cba,828,kasemantra Back Cover for Apple iPad Mini,1495,-4.0,179.0
18583.0,Karatcraft Camellia Yellow Gold Diamond 18 K Ring,25668.0,035c0fc2a77865f68a44bc48de344ecf,23678,Karatcraft Camellia Yellow Gold Diamond 18 K Ring,25660,-8.0,5095.0
749.0,Rama Floral Single Quilts & Comforters Blue,1499.0,63213c9c13c7ddd3b73d50c2ab3b71d1,943,Rama Floral Single Quilts & Comforters Blue,1479,-20.0,194.0
649.0,Kasemantra Back Cover for Apple iPad Mini,1499.0,198b4dfea97f24c74898e63a77d9999f,819,Kasemantra Back Cover for Apple iPad Mini,1488,-11.0,170.0
1790.0,Metro Comfortech Women Flats,1790.0,b256c09dbda66a6332f2469d08400b69,2053,Metro Comfortech Women Flats,1774,-16.0,263.0
17326.0,Jpearls Yellow Gold Yellow Gold 18 K Ring,24780.0,46a3890d2c6bec38f0dd2bab15853b73,20115,Jpearls Yellow Gold Yellow Gold 18 K Ring,24769,-11.0,2789.0
599.0,Fuson Back Cover for Samsung Galaxy J7,1299.0,5eef0408dcd91d4a1c39c219d442c665,720,Fuson Back Cover for Samsung Galaxy J7,1286,-13.0,121.0
749.0,Rama Floral Single Quilts & Comforters Blue-Beige,1499.0,5aacf8f5154afea2ac22fc767d072677,834,Rama Floral Single Quilts & Comforters Blue-Beige,1497,-2.0,85.0
24440.0,Karatcraft Armonia Yellow Gold Diamond 18 K Ring,35022.0,bd81925b81b3555744c0599bde75d77a,27958,Karatcraft Armonia Yellow Gold Diamond 18 K Ring,35013,-9.0,3518.0
599.0,Kanu Book Cover for BSNL Champion WTab 706,1299.0,45f5577667eedd37605231ec1311bcfe,759,Kanu Book Cover for BSNL Champion WTab 706,1290,-9.0,160.0
570.0,Vheelocityin Decorative Gold Chrome Strip For Interior / Extrerior - 20M For Mahindra E20 Car Side Beading,855.0,15f00d69fc47cf97b1092c463b3c2a8d,718,Vheelocityin Decorative Gold Chrome Strip For Interior / Extrerior - 20M For Mahindra E20 Car Side Beading,847,-8.0,148.0
749.0,Indigocart Printed Women's Regular Skirt,1499.0,728fd4486b291ef182538aa3e00a1d90,871,Indigocart Printed Women's Regular Skirt,1479,-20.0,122.0
570.0,Vheelocityin Decorative Gold Chrome Strip For Interior / Extrerior - 20M For Chevrolet Cruze Car Side Beading,855.0,7061451c6e91b12d3c2738fa6e386411,705,Vheelocityin Decorative Gold Chrome Strip For Interior / Extrerior - 20M For Chevrolet Cruze Car Side Beading,838,-17.0,135.0
529.0,EDGE PLUS BODY PANEL FOR NOKIA 7230 SLIDE Front & Back Panel,1099.0,fed8b54364851bd0bd7b4561e999ae4f,663,EDGE PLUS BODY PANEL FOR NOKIA 7230 SLIDE Front & Back Panel,1086,-13.0,134.0
599.0,EDGE PLUS BODY PANEL FOR SAMSUNG S3500 Front & Back Panel,1199.0,d3cbb0bbfa1b8033905c809d6a581c9d,723,EDGE PLUS BODY PANEL FOR SAMSUNG S3500 Front & Back Panel,1182,-17.0,124.0
524.0,Remtex Export Cartoon Single Dohar Multicolor,1499.0,7cbbe686c4a233e8cf53528748f75223,673,Remtex Export Cartoon Single Dohar Multicolor,1498,-1.0,149.0
1798.0,Tradition India Floral Single Quilts & Comforters Multicolor,3699.0,2f110c090b9028d3e41ed89a1996ff29,2045,Tradition India Floral Single Quilts & Comforters Multicolor,3688,-11.0,247.0
699.0,EDGE PLUS BODY PANEL FOR SAMSUNG GALAXY S4 9500 Front & Back Panel,1299.0,a7d8a51cc5b68d018ac704f05f648072,871,EDGE PLUS BODY PANEL FOR SAMSUNG GALAXY S4 9500 Front & Back Panel,1283,-16.0,172.0
999.0,Royal Men's Kurta and Pyjama Set,1999.0,18e07d1b2cc1acedc7bc019ad407fee0,1222,Royal Men's Kurta and Pyjama Set,1991,-8.0,223.0
799.0,CORA Striped Girl's Straight Kurta,799.0,14c5121f30220ada50f755acb9afd232,943,CORA Striped Girl's Straight Kurta,783,-16.0,144.0
999.0,Adidas IND PRO THI GUA Thigh Guard,999.0,00accc9c92ddeab835f5f1c7d46cbe4b,1240,Adidas IND PRO THI GUA Thigh Guard,995,-4.0,241.0
999.0,Royal Men's Kurta and Pyjama Set,1999.0,962a444daedd5052accc41e79972870b,1222,Royal Men's Kurta and Pyjama Set,1994,-5.0,223.0
869.0,TWISHA Printed Kurti & Salwar,869.0,f1ee63a5f0db853e2c1b377778580d39,1029,TWISHA Printed Kurti & Salwar,864,-5.0,160.0
1599.0,CORA Striped Girl's Straight Kurta,1599.0,126a990f60d11f4b6e9fef3b9a07bd71,1990,CORA Striped Girl's Straight Kurta,1593,-6.0,391.0
130.0,Khadi Lip Balm Pack of 2 Lime,140.0,6cc3b7024ca3739026c0a72f16eb0911,164,Khadi Lip Balm Pack of 2 Lime,133,-7.0,34.0
740.0,TRENDIEZ 15.6 inch Laptop Backpack,1350.0,4cdb036030ac274cbbff6b1826509f39,934,TRENDIEZ 15.6 inch Laptop Backpack,1348,-2.0,194.0
169.0,"V & B GALLERY Universal 3 in 1 Clip Camera professional class Kit (fish eye, wide angle and macro lens) Mobile Phone Lens",499.0,510a3862dbf7c53112916ab8efbdcf03,218,"V & B GALLERY Universal 3 in 1 Clip Camera professional class Kit (fish eye, wide angle and macro lens) Mobile Phone Lens",479,-20.0,49.0
429.0,Adidas INDCLUB EM GUAR Elbow Guard,429.0,9950a1bdd3d3d02874574c94a53a804a,527,Adidas INDCLUB EM GUAR Elbow Guard,427,-2.0,98.0
800.0,Alark The Ethnic Men's Kurta and Pyjama Set,1600.0,7dccab5293275d2a09ca22d0e749bb0c,1030,Alark The Ethnic Men's Kurta and Pyjama Set,1591,-9.0,230.0
799.0,RETAIL SHOP INDIA Printed Girl's Straight Kurta,799.0,a60fbbaf4f6f1eb89cac94958162fae3,1032,RETAIL SHOP INDIA Printed Girl's Straight Kurta,798,-1.0,233.0
899.0,RETAIL SHOP INDIA Printed Girl's Straight Kurta,899.0,ed323a87961fcb5d313a933b709db0f5,1106,RETAIL SHOP INDIA Printed Girl's Straight Kurta,897,-2.0,207.0
699.0,"YoudyCo Girls, Women Bellies",1055.0,c33077898727e408007de07574dc516f,782,"YoudyCo Girls, Women Bellies",1042,-13.0,83.0
899.0,X-Poz Women's Grey Dungaree,999.0,42937d48597a240364879ceb955bad0d,1073,X-Poz Women's Grey Dungaree,986,-13.0,174.0
499.0,RETAIL SHOP INDIA Printed Girl's Straight Kurta,499.0,0ea5dbf6a8e3885960ea92c56f8b2a03,588,RETAIL SHOP INDIA Printed Girl's Straight Kurta,479,-20.0,89.0
332.0,Nutrispa Age Defying day care,415.0,5eaee8e4c65890a98cdbd84fb09b22f8,398,Nutrispa Age Defying day care,399,-16.0,66.0
1099.0,Royal Men's Pathani Suit Set,1999.0,50ea47ce58ffc7e0d791fb37e6f4b9a5,1417,Royal Men's Pathani Suit Set,1993,-6.0,318.0
999.0,Nuteez Boy's Printed White Top & Pyjama Set,999.0,854c312503862879373d3b7fa87a293b,1120,Nuteez Boy's Printed White Top & Pyjama Set,990,-9.0,121.0
275.0,domestiq Slippers,749.0,c64b56fb45e14030b10fd2ba3c40361f,309,domestiq Slippers,738,-11.0,34.0
598.0,Perfect Women's Leggings,998.0,21db1ee87740e079acb7fba8256dabc0,690,Perfect Women's Leggings,980,-18.0,92.0
289.0,Guardian Flip Flops,599.0,4a2b6f8d6afc2290b4ee30ddabd43acf,350,Guardian Flip Flops,586,-13.0,61.0
1499.0,Eternity Handcrafted unique Mosaic Glass Table Lamp,1699.0,0bb0f7b7a3075f4b9459121abe2185fa,1854,Eternity Handcrafted unique Mosaic Glass Table Lamp,1681,-18.0,355.0
750.0,BODYSENSE Men's Vest,1400.0,4cf1977b15da9cfb26eacdf5407df195,901,BODYSENSE Men's Vest,1397,-3.0,151.0
799.0,HIMGIRI Women's Leggings,1899.0,e9c81d3f617491665688e8330bfe0bba,942,HIMGIRI Women's Leggings,1897,-2.0,143.0
399.0,Odoky Men's Vest,999.0,00e3c8ff3453fc3224e4a01bb393db1c,517,Odoky Men's Vest,995,-4.0,118.0
225.0,Fashion Plus Flip Flops,499.0,ad2649e988c2db94a83017c91c098c7c,291,Fashion Plus Flip Flops,484,-15.0,66.0
3850.0,Exotic India Bhagwan Vishnu Showpiece  -  22.86 cm,4375.0,0fa54886bcd0b4b37e7b25db24bef9b3,4735,Exotic India Bhagwan Vishnu Showpiece  -  22.86 cm,4365,-10.0,885.0
350.0,Levis Kids Casual Short Sleeve Printed Girl's Top,699.0,1f971917cb526f2dddb7f40af55dccc2,392,Levis Kids Casual Short Sleeve Printed Girl's Top,679,-20.0,42.0
3999.0,Samsung CLP K300A Black Toner Cartridge,3999.0,31c41c49376cceeb6b9490d91785b87c,4477,Samsung CLP K300A Black Toner Cartridge,3987,-12.0,478.0
249.0,Stellar Collections Slippers,799.0,0e820538b130f66e61f56df9afe84bee,292,Stellar Collections Slippers,794,-5.0,43.0
